data,player,language,publishedAt,predicted_cluster,topic
fur  gilt drehen weiteren verlauf stand defensive rom gewohnt sicher werkself gelang tief schlussphase weiterer gefahrlicher abschluss zuvor bereits eigengewachs edoardo bove fur gastgeber traf durften giallorossi knappen heimsieg hinspiel europa league halbfinals bejubeln tor mussen nicht kriegen fand defensivverbund abgesehen situation rund roma tor ebenfalls sicher stand spiel rtl verlassen positionen wild ball moment verzogern mussen ruckspiel darauf freuen fur vorfreude sorgen sicht mannschaft zwei grunde sei laut wirtz unlosbare aufgabe fur ruckspiel gespurt mannschaft zuhause schlagen konnen lukas hradecky sicher torwart wenigen guten moglichkeiten roma parieren wusste durfte guten leverkusener auftritt beobachten monierte besonders wiederanpfiff wenige moglichkeiten erspielte gemerkt niveau spielen konnen druck ausuben konnen fand torwart beipflichtete mussen hoheres risiko gehen frust knappen niederlage eindruck spiel  jedenfalls nicht aufkommen halten kopf oben wissen nicht meinte wirtz gab kampfbereit ruckspiel kommenden donnerstag uhr live kicker besser vorbereitet platz bringen versicherte alonso gibt spiel nachste woche vorteil uben besser anzugreifen situationen kmx,jonathan tah,de,2023-05-11T21:59:47Z,0,Europa League
trainer mourinho  trainer xabier alonso verabschieden spiel portugiese siegte team immer  stratege alonso ausgedacht schien glanzend funktionieren hohe niveau ouverture konnten leverkusener nicht halten allmahlich machte akteur nervositat bemerkbar unsicherheiten zusammenspiel schlichen beging spat kommend grobes foul schiedsrichter gnadig gelben karte absah drohte trotzdem nachsten moment lukas hradecky parierte kopfball romas roger ibanez grosse tat xaihm roma wurde starker  ging ruckzug uber attacken spielaufbau erfolgten nicht mittellinie ballgewinne gelangen selten schnelle konter bayers spezialitat seltener fur paar minuten sah  strafraum eingekeilt loste druck begegnung trieb dahin pausenpfiff weit gut sicht xagaste,jonathan tah,de,2023-05-11T21:16:54Z,1,Other
" braucht emotionalen zeugen aussage sicheren abwehrchef gerichtssaal halbfinale europaleague wichtigste duell fur  seit dfb pokalsieg jahren schafft belastet erpresser prozess montag seelen stripteas hingelegt zeuge sagte opladener amtsgericht prozess franko claudio bega angeklagt wegen vollendeter versuchter rauberischer erpressung begangen spielerberater ,,begasports angezeigt sprach davon ,,angst ,,psychologische hilfe gesucht euro gezahlt nicht fruher polizei gegangen ,,geschamt platz bulle meter gross knapp kilo schwer sensibel profi gedanken uber guten schlaf gesunde ernahrung passende worte macht  profi anwalt begleiter montag nachdem uber drei stunden lang gericht ausgesagt absolvierte individuelle einheit dienstag trainierte mannschaft heute geht rom morgen roma star trainer jose mourinho abwehr zusammenhalten hinten boss  letzten deutschen vertreter europapokal beleg verlegung prozesses beantragen auftritt gericht durchziehen voll einzug finale konzentrieren fur  liga platz steht titel gewinn europaleague einzige chance erneut fur championsleague qualifizieren",jonathan tah,de,2023-05-10T07:51:26Z,7,Europa League
 trainer versucht stimmung hochzuhalten nachdem verpflichtung defensiven mittelfeldspielers fruhzeitig transfertaktischen grunden sommer verschoben wurde blieb backup fur xaxabi alonso sagt durfen nicht daruber denken passiert passieren kader gut genug tabelle klettern abstand oben gross probieren wobei glaube grosse comeback richtung europa offenbar niederlage dortmund extrem aufgerissenen lucke oben deutlich gelitten mussen realistisch wissen ziele erste teil saison gelaufen grossen abstand sechsten vierten platz analysierte jahrige lage angesichts zehn beziehungsweise acht zahlern ruckstand gibt skeptischen ausblick schwer probieren,mitchel bakker,de,2023-02-02T12:42:30Z,1,Other
"kam paris  grosste problemzone kader werkself konnte nicht geschlossen  schaffte nicht ersatz fur linke abwehrseite holen vergebliche werben spanier fran garcia rayo vallecano kroatischen dritten borna sosa vfb stuttgart zeigte  ,,upgrade"" niederlander suchte kolner ismail jakobs monaco thema unterm  kreuz zumindest fur rest saison bleibt gesetzt trainer alonso fur dreierkette entscheiden bochum wurde taktischen grunden jedoch gar nicht gebraucht alonso viererkette gesetzt dortmund zunachst zuschauen kam immerhin minute spiel gladbach erzielte jubelte borussia fans sei impulsiven durften versuche klubs position verstarkung suchen nicht unbedingt gefallen trainer alonso redet jedenfalls offentlich stark verteilt verbale streicheleinheiten ,,mitch weiss wichtig fur system kraft laufstarke ist"" sagt alonso betont ,,wir zufrieden zukunft viele minuten bekommen passiert freitag uhr dazn auswartsspiel augsburg ausgedruckt dreier abwehr wurde bakkers chancen ruckkehr startelf enorm erhohen alonso augsburg ,,ein intensives spiel"" erwartet ware eigentlich fall fur ...",mitchel bakker,de,2023-02-02T16:22:14Z,1,Other
 bemuhungen linksverteidiger gehen direkt sportliche upgrade derzeitigen linksverteidiger wurde fruhere spanische nationalspieler zwei einsatze naturlich darstellen einfach deal fur  allerdings keinesfalls grimaldos qualitaten branche weithin bekannt nicht borussia dortmund wurde zuletzt interesse grimaldo nachgesagt xader bvb bedarf portugiesischen nationalspieler raphael guerreiro zumindest winter transferfenster kandidat  sommer ablosefrei ziehen lassen,mitchel bakker,de,2023-02-03T10:58:04Z,3,Bundesliga News
 linksverteidiger uberzeugt sieg hoffenheim spielt  nicht alonso absolut untergeordnete rolle daley sinkgraven gerardo seoane startelfeinsatz spieltag freiburg konkurrenten hincapie gesperrt fehlten komplett aussen neuen trainer bekam anfang oktober anfangs mehr teileinsatz zeiten beginnen durfen zuletzt spieltag leipzig alonso campions league atletico madrid gross durchrotieren liess samstag sinsheim jedoch durfte niederlander  fur funf millionen euro ablose ajax amsterdam holte grunden beginn ran brauchten besseres aufbauspiel mehr kontrolle wollten nicht immer schnell vorne spielen daley ballbesitz gut besser fur spiel erklarte alonso nominierung technikers komplett rechtfertigte fur sinkgraven sommer auslaufender vertrag nicht verlangert partie fall fortschritt konnte echte alternative empfehlen immer defizite bereich defensivverhaltens spielintelligenz aufweist dafur sinkgraven extrem starke dynamik laufstarke mitbringt sinkgraven ganz kleine gewinner hybrid systems alonso winter einstudieren liess wechselt  ballbesitz defensive wahrend frimpong rolle rechtsaussen rechtsverteidiger funferkette her wechselt sinkgraven immer aussensturmer dadurch mehr tiefe heraus agieren,mitchel bakker,de,2023-02-13T09:13:15Z,1,Other
ruckspiel werkself furstentum trainer alonso dabei mittelfeldakteur charles aranguiz verzichten aufgrund wadenproblemen ausfallt zudem drohen sowohl xaals weltmeister xaexequiel palacios sperren beide laufe wettbewerbs jeweils zwei gelbe karten gesammelt ruckspiel werkself live exklusiv streaming dienst rtl ubertragen uhr streamt rtl matchday show zuschauer relevanten informationen ruckspielen runden play offs erhalten uhr erfolgt anpfiff monaco,mitchel bakker,de,2023-02-23T09:06:07Z,1,Other
mitte zweiten halbzeit sieht danach  achtelfinale europaleague gut sicher monaco kampft zuruck erzwingt verlangerung fallt tor mehr elfmeterschiessen siegt  ungewohnliche premiere  kam stade louis gut partie traf aktion aussennetz nachdem ben yedder gegenseite knapp verfehlt pruften palacios adli bayern leihgabe alexander nubel verdiente fuhrung erzielte wirtz vollig frei stehend nachdem nubel hereingabe frimpong durchgerutscht freude hielt kurz nichts verursachte edmond tapsoba elfmeter foulspiel eliesse ben seghir kapitan ben yedder verwandelte sicher  kam stark kabine erhohte verdient adli perfekt wirtz bedient wurde entschieden nichts ben yedder bester monegasse traf latte weiterer leverkusener treffer wurde wegen abseits nicht gegeben hlozek traf aussenpfosten traf embolo erzwang verlangerung,mitchel bakker,de,2023-02-23T20:27:48Z,6,Game description
union berlin fans weiteren magischen abend ausverkauften alten forsterei beschert ajax amsterdam einzug achtelfinale europaleague geschafft hauptstadter siegten frenetischen publikum bislang wichtigsten europapokalspiel vereinsgeschichte donnerstagabend niederlandischen rekordmeister sehen hohepunkte partie video oben  begann druckvoll ging konter nationalspieler wirtz elften minute fuhrung kassierte jedoch wissam ben yedder ausgleich zwei minuten spater markierte xaexequiel xapalacios erneute fuhrung fur werkself ging pause seitenwechsel blieb  aktivere team wurde minute belohnt adli stellte kunstvoll herausgespielten flanke wirtz per kopf weichen richtung achtelfinale vorsprung sogar hoher ausfallen konnen treffer xamitchel wurde wegen abseitsstellung recht aberkannt adam hlozek verfehlte minute tor monacos keeper alexander nubel denkbar knapp monaco blieb wenigen entlastungsangriffen abgesehen meist harmlos sechs minuten schluss traf ehemalige monchengladbacher breel xaembolo sorgte fur verlangerung torlosen minuten extra verwandelte diaby entscheidenden elfmeter play off runde spielten xaacht gruppenzweiten europa league gruppenphase acht gruppendritten champions league gruppenphase einzug achtelfinale,mitchel bakker,de,2023-02-23T20:38:00Z,4,International Football News
warum sehe faz net nicht  kam stade louis gut partie traf aktion aussennetz nachdem ben yedder gegenseite knapp verfehlt pruften palacios adli bayerns torwart leihgabe nubel verdiente fuhrung erzielte wirtz vollig freistehend nachdem nubel hereingabe frimpong durchgerutscht freude hielt kurz edmond tapsoba verursachte foulspiel eliesse ben seghir elfmeter kapitan ben yedder verwandelte sicher  kam stark kabine erhohte verdient adli perfekt wirtz bedient wurde entschieden nichts ben yedder bester monegasse traf latte weiterer leverkusener treffer wurde wegen abseits nicht gegeben hlozek traf aussenpfosten traf embolo erzwang verlangerung konnen rechte artikel erwerben,mitchel bakker,de,2023-02-23T20:40:05Z,6,Game description
diaby versenkt entscheidenden elfmeter monaco  kam stade louis gut partie traf aktion aussennetz nachdem ben yedder gegenseite knapp verfehlt pruften palacios adli bayern leihgabe alexander nubel verdiente fuhrung erzielte wirtz vollig freistehend nachdem nubel hereingabe frimpong durchgerutscht xawar  kunststuck vollbracht jungsten acht elfmetern sieben verschiessen tun trauma losung liegt mitte  blieb gaspedal kontrollierte spiel adam hlozek scheiterte wuchtigen fernschuss nubel immer besser begegnung fand  kam stark kabine erhohte verdient adli perfekt wirtz bedient wurde entschieden nichts ben yedder bester monegasse traf latte weiterer leverkusener treffer wurde wegen abseits nicht gegeben hlozek traf aussenpfosten traf embolo erzwang verlangerung elfmeterschiessen unerwarteten sieger xaproduzierte barcelona duell schwergewichte runde europaleague verloren mannschaft deutschen nationaltorhuter marc andre ter stegen ehemaligen bayern sturmer andrich lewandowski verpasste manchester united achtelfinale hinspiel barca nicht uber hinausgekommen barca ging old trafford lewandowski foulelfmeter fuhrung fred glich fur manunited barca besiegelte antony,mitchel bakker,de,2023-02-23T20:47:33Z,4,International Football News
" setzt zwei rasanten partien elfmeterschiessen monaco steht achtelfinale europaleague trainer alonso ,,stolz"" team hofft liga uberzeugen konnen angriffsschwung monegassen pause uberstand bundesligist gut legte direkt adlis kopfball schoner flanke wirtz monaco kommen tat schnell lattentreffer ben yedder ubernahm  kommando erzielte gar vermeintliche stand hauchdunn abseits sechs minuten schluss traf ehemalige monchengladbacher embolo sorgte fur verlangerung torlos blieb  elfmeterschiessen bessere fur ,,es fall zusammen feiern konnen"" sagte wirtz sender rtl kleinen fete fans gerechnet gewinnen wurden ,,aber trotzdem emotionen rauszulassen einfaches spiel deswegen stimmung einfach richtig gut trotz zuletzt sieben acht verschossenen elfmetern saison wenig bedenken showdown ,,ich nicht gerechnet funf reinmachen letzten wochen wurde paar geubt training wohl ausgezahlt"" sagte youngster",mitchel bakker,de,2023-02-23T20:53:47Z,0,Europa League
geschafft  spieler sieg elfer diaby genie wahnsinn lagen niederlander linken eng nebeneinander beste chance verlangerung schlief allerdings tief monaco fast tor eingeladen starkes laufpensum note wirtz minute meldete nationalspieler steckpass spiel richtige naschen flanke adli kunstwerk trotz krampfen waden oberschenkeln rackerte minute furs team gut spielt bursche bitte korperlich komplett hohe note adam hlozek bemuht entscheidende szene prufte nubel metern schuss minute fallen note,mitchel bakker,de,2023-02-23T22:07:40Z,4,International Football News
schwer erleichtert fussballer   kam stade louis gut partie traf aktion aussennetz nachdem ben yedder gegenseite knapp verfehlt pruften palacios adli bayern leihgabe alexander nubel tor monacos verdiente fuhrung erzielte wirtz vollig frei stehend nachdem nubel hereingabe frimpong durchgerutscht freude hielt kurz nichts verursachte edmond tapsoba elfmeter foulspiel eliesse ben seghir ben yedder traf werkself steckte nicht zeigte gutes auswartsspiel nutzte unsortierte defensive monegassen palacios zog strafraumgrenze liess nubel chance  blieb gaspedal kontrollierte spiel adam hlozek scheiterte wuchtigen fernschuss nubel immer besser begegnung fand  kam stark kabine erhohte verdient adli perfekt wirtz bedient wurde entschieden nichts ben yedder bester monegasse traf latte weiterer leverkusener treffer wurde wegen abseits nicht gegeben hlozek traf aussenpfosten traf embolo erzwang verlangerung,mitchel bakker,de,2023-02-24T05:57:38Z,4,International Football News
content freiburg  spielen fussball bundesliga grifo sorgt fur sehenswerte fuhrung badener azmoun belohnt gaste fur aufwand  trainer alonso versuchte offensive anzukurbeln brachte fur zweite halbzeit nationalspieler wirtz anstelle tschechen adam hlozek gefahrlich wurden gaste zunachst freistoss demirbay uber tor flog traf azmoun butterweichen flanke technisch anspruchsvoll ausgleich verdient beinahe nicht lange gehalten vier minuten spater vergaben freiburger dreifache kopfball chance philipp lienhart traf dabei latte dpa,mitchel bakker,de,2023-02-26T16:28:57Z,4,International Football News
sardar azmoun belohnte  fur grossen aufwand  trainer alonso versuchte offensive anzukurbeln brachte fur zweite halbzeit nationalspieler wirtz anstelle tschechen adam hlozek gefahrlich wurden gaste zunachst freistoss demirbay uber tor flog traf azmoun butterweichen flanke technisch anspruchsvoll ausgleich verdient beinahe nicht lange gehalten vier minuten spater vergaben freiburger dreifache kopfball chance philipp lienhart traf dabei latte nachspielzeit vergab  wiederum doppelchance schick traf latte demirbay schob vorbei,mitchel bakker,de,2023-02-26T16:29:33Z,4,International Football News
gereizter bayern spannendsten titelkampf seit jahren meisterlich zuruckgeschlagen munchner dauer champions konterten angriff borussia dortmund bundesliga thron topspiel union berlin machtigen offensive spielfreude kronte fussball starensemble trainer julian nagelsmann sonntag zuschauern allianz arena tore eric maxim choupo moting minute kingsley coman geburtstagskind jamal musiala xain nachspielzeit halfte  trainer alonso versuchte offensive anzukurbeln brachte fur zweite halbzeit nationalspieler wirtz anstelle tschechen adam hlozek gefahrlich wurden gaste zunachst freistoss demirbay uber tor flog traf azmoun butterweichen flanke technisch anspruchsvoll ausgleich verdient beinahe nicht lange gehalten vier minuten spater vergaben freiburger dreifache kopfball chance philipp lienhart traf dabei latte weiteren ergebnisse bundesliga spieltags,mitchel bakker,de,2023-02-26T16:30:00Z,4,International Football News
vincenzo grifo gelang herrlicher freistosstreffer fuhrung fur freiburg reichte  nicht  trainer alonso versuchte offensive anzukurbeln brachte fur zweite halbzeit nationalspieler wirtz anstelle tschechen adam hlozek gefahrlich wurden gaste zunachst freistoss demirbay uber tor flog traf azmoun flanke technisch anspruchsvoll iraner widmete tor menschen politischen unruhen erschutterten heimat leute iran unterstutzen unterstutze gedanken immer sagte azmoun ausgleich verdient beinahe nicht lange gehalten vier minuten spater vergaben freiburger dreifache kopfball chance philipp lienhart traf dabei xalatte,mitchel bakker,de,2023-02-26T16:32:55Z,4,International Football News
tor zauberfuss vincenzo grifo fur freiburg wenig badener mussten  begnugen champions league platz vier vorerst los grifo herrlichen freistoss treffer minute fuhrung gebracht iraner sardar azmoun erzielte summe verdienten ausgleich fur werkself  trainer alonso versuchte offensive anzukurbeln brachte fur zweite halbzeit nationalspieler wirtz anstelle tschechen adam hlozek gefahrlich wurden gaste zunachst freistoss demirbay uber tor flog traf azmoun butterweichen flanke technisch anspruchsvoll ausgleich verdient beinahe nicht lange gehalten vier minuten spater vergaben freiburger dreifache kopfball chance philipp lienhart traf dabei latte,mitchel bakker,de,2023-02-26T16:35:24Z,4,International Football News
content warum sehe faz net nicht  trainer alonso versuchte offensive anzukurbeln brachte fur zweite halbzeit nationalspieler wirtz anstelle tschechen adam hlozek gefahrlich wurden gaste zunachst freistoss demirbay uber tor flog traf azmoun prazisen flanke technisch anspruchsvoll ausgleich verdient beinahe nicht lange gehalten vier minuten spater vergaben freiburger grosse kopfball chance philipp lienhart traf dabei latte konnen rechte artikel erwerben,mitchel bakker,de,2023-02-26T16:41:45Z,4,International Football News
marseille fur  sturmer reserviert,mitchel bakker,de,2023-02-27T10:00:11Z,1,Other
stand  uber hertha bsc nicht kader lesen bildplus warum niederlander guten spielen monaco freiburg tribune sass,mitchel bakker,de,2023-03-06T13:56:57Z,4,International Football News
 linksverteidiger unsicherheitsfaktor alkmaars kerkez liste spieler  vermag abrupt extremen her springen gute ansatze allzu oft aussetzern direkt konterkariert gilt fur linken defensivakteur mittlerweile nicht neben platz steht imago sportimage fur sieben millionen euro ablose paris germain kam bereits november treffpunkt abflug bayers usa reise verpasst zudem vorbereitungsspiel zurich dezember erheblich spat gekommen worauf schweizer geplant nicht einsatz kam angeblich nicht einzigen verfehlungen spielers jungsten schlafmutzigkeit tief eigene fleisch geschnitten nachdem zuvor freiburg gutes spiel abgeliefert sportlich schwankende akteur kleinen statusgewinn direkt zunichte gemacht hertha bsc vertrat innenverteidiger hincapie kicker note absolut zufriedenstellend donnerstag europaleague ferencvaros budapest beginnen darf steht mehr infrage normwalerweise donnerstag dabei alonso sonntag ruckkehr modellathleten spieltagskader angekundigt grund fur bakkers fehlen nicht bekannt physisch starken schnellen linksfuss direkt startelf zuruckzuholen ware padagogisch gruppendynamisch verkehrte zeichen jahrige voraussicht hinten anstellen mussen befindet somit selbstzerstorungskurs saison profitierte lange davon einzige spieler kader position profil her grundsatzlich ideal ausfullen konnte folglich alonso lange zeit absolut gesetzt zuletzt bereits geandert wahlte alonso aufbau viererkette fur meist kandidat mehr fur position links hinten blondschopf aufgrund wiederholender stellungsfehler unkonzentriertheiten zuvor ohnehin unsicherer kantonist status ausserhalb platzes zementiert zukunft ungewiss zwei vergeblichen anlaufen sommer winter  nicht weitere transferperiode ungenutzt lassen linken defensivseite besser aufzustellen alkmaars ungarischer nationalspieler milos kerkez dafur mehreren kandidaten leverkusener liste gross chancen bundesligisten verpflichtung offensivverteidigers fall konkreten werbens angesichts langer vertragslaufzeit sowie finanzstarkerer interessenten premier league frage bakkers perspektiven  jungsten faux pas trotz vertrags fall verschlechtert,mitchel bakker,de,2023-03-07T18:58:15Z,3,Bundesliga News
"mittwoch abschluss training  thema letzten tagen rund  spat abschluss training bundesliga spiel hertha bsc erschienen warf bayers trainer alonso linksverteidiger kader achtelfinal hinspiel europaleague ferencvaros budapest donnerstag uhr live rtl begnadigt alonso niederlander holt zuruck spieltagsaufgebot ,,gegen budapest naturlich kader"" kundigte alonso abschluss training alonso sagt uber massnahme letzten wochenende ,,fur nicht schwierig gibt regeln fur kader wichtig respekt gegenuber zeigen entscheidung nichts besonderes normal karriere immer erlebt bedeutet fur sommer verkaufskandidat durfte  trainer macht deutlich ,,die entscheidung konsequenz fur zukunft galt sonntag fur hertha spiel mitch gesprochen gesprach durfte alonso spieler klargemacht weitere disziplinlosigkeiten nicht duldet ,,wenn passiert entscheidung geben"" meint alonso nicht ausgeschlossen jedoch ungarn startelf steht ,,er option"" erklart alonso mittelfeld doppel sechs verzichten andrich palacios gesperrt fur stehen demirbay amiri bereit frimpong budapest einsatzbereit hertha wegen muskularer probleme bereits minuten platz verlassen mussen ,,er gut trainiert fuhlt besser dabei"" erklart alonso grossen respekt ungarn ,,das guter gegner sehe niveau monaco",mitchel bakker,de,2023-03-08T14:25:18Z,1,Other
 trainer wiederholte verfehlung niederlanders abgehakt fur bundesligaspiel hertha bsc alonso linksverteidiger kader gestrichen spat abschlusstraining gekommen fur ferencvaros spiel schliesst trainer ruckkehr bakkers startelf nicht ware riskanter zug konnte  startelf zuruckkehren getty images entscheidung alonso wochenende getroffen fur spanischen weltmeister relativ einfach nachdem wiederholten male sechs monate langen amtszeit trainers erheblicher verspatung mannschaftstermin gekommen blieb jahrigen wahl niederlander denkpause verordnen fur nicht schwierig regeln fur kader wichtig respekt gegenuber zeigen nichts besonderes entscheidung treffen erklarte alonso mittwoch schliesslich massnahmen laufbahn spieler wiederholt verschiedenen trainern vorexerziert bekommen normal karriere immer erlebt entscheidung klar betont spanier kundigte jedoch morgen naturlich kader comeback bakkers fur budapest spiel donnerstag trainer bereits sonntag anklingen lassen niederlandische nationalspeler allerdings kandidat fur startelf uberrascht trotzdem option entscheidung galt fur sonntag schliesst alonso direkte ruckkehr bakkers tribune anfangsformation namlich nicht gesprochen entscheidung konsequenzen fur zukunft passiert geben darf mehr gespannt trainer letztlich entscheidet startelf beordern ware padagogischer sicht riskant konnte fur ubrigen kader wankelmutige charakter steckt vollig verkehrte signal andererseits europaleague letzte verkorkste saison retten zwickmuhle fur alonso hertha bsc beispielsweise durchaus zufriedenstellende notlosung innenverteidiger hincapie linken schienenspieler wahlen konnte nominierung bakkers platz ohnehin unsicherer kantonist leistungstrager fur  alonso gefahrlichen spiel,mitchel bakker,de,2023-03-08T14:37:28Z,1,Other
" trainer stellt nahende wiedersehen klub bayern munchen rotationsproblem fur erste spiel bremen gestaltet zumindest einfacher februar hinspiel monaco niederlage mainz startelf funf positionen anderte stehen stamm sechser andrich palacios donnerstag gesperrt frisch fur einsatz beginn verfugung disziplinproblemen hertha bsc nicht berucksichtigte budapest nicht eingesetzte links anfangsformation rutschen konnte mittelsturmer patrik schick sieht trainer ,,er braucht vielleicht mehr zeit"" hingegen offenbar nicht bereit fur erste elf adam hlozek adli bieten zwei alternativen fur dreieroffensive",mitchel bakker,de,2023-03-10T17:47:41Z,3,Bundesliga News
adli adam hlozek feiern dritten leverkusener treffer minute frimpong flanke fliegen gleich mehrere spieler vorbei kugel landet per dropkick knaller trifft zuvor marvin ducksch bremen fuhrung gebracht,mitchel bakker,de,2023-03-12T18:23:46Z,4,International Football News
diaby  bundesliga vormarsch zuschauern weserstadion gingen stark ersatzgeschwachten bremer halben stunde marvin ducksch fuhrung minute frimpong adam hlozek drehten partie zugunsten gaste ehe niclas fullkrug per handelfmeter endstand erzielte mussen spiel nicht verlieren kommentierte ducksch internet sender dazn hinten einfach fehler kritisierte eigene abwehr  torwart lukas hradecky sagte ganz glucklicher sieg augen tah gab werder echt schwer gemacht marvin ducksch findet hinten einfach fehler bremen fiel gasten konzentration liga alltag dennoch lange schwer personal arg gebeutelten gastgeber kurzfristig kranken leonardo bittencourt verzichten mussten stockte offensive anfangs gewaltig werder ubernahm zahen beginn kommando ging ducksch nicht unverdient fuhrung werder freude wehrte nicht lange drei minuten spater gelang wuchtigen schuss ausgleich,mitchel bakker,de,2023-03-12T18:29:14Z,2,Bundesliga News
vfl wolfsburg union berlin letzten partie spieltages deutschen bundesliga getrennt ausgleich wolfsburger fiel minute niederosterreicher patrick wimmer zwei minuten zuvor eingewechselt worden freiburg holte hause schlusslicht hoffenheim last minute sieg punktegleich union funfter werder bremen verlor  tore marvin ducksch niclas fullkrug elfmeter wenig fur zahlbares aufseiten leverkusener frimpong adam hlozek weser stadion trafen ofb teamgoalie patrick pentz sass siegern bank bremen elfter  vier zahler davor neunter deutsche bundesliga runde tore ducksch fullkrug elfer bzw frimpong hlozek bremen friedl schmid beide krank  pentz ersatz,mitchel bakker,de,2023-03-12T18:33:46Z,4,International Football News
"trotz riskanten gross rotation bleibt  fussball bundesliga europapokal kurs beiden achtelfinalspielen europaleague ferencvaros budapest woche highlight spiel bayern munchen liga gewannen rheinlander sonntagabend werder bremen mischen kampf platz sieben fur europa conference league reichen konnte platz sechs derzeit schwachelnden frankfurter liegen sechs zahler entfernt zuschauern weserstadion gingen stark ersatzgeschwachten bremer halben stunde marvin ducksch fuhrung minute uberragende frimpong adam hlozek drehten partie zugunsten gaste ehe niclas fullkrug per handelfmeter endstand erzielte drei tage ferencvaros  coach alonso team gleich funf positionen umgebaut wurde wirtz geschont jahrige stand gar nicht kader leicht angeschlagen ,,das ging fur heute nicht"" sagte  geschaftsfuhrer simon rolfes partie dazn ,,wir vorsichtig schliesslich mittelfeldspieler wegen verletzung monatelang ausgefallen bremen fiel gasten konzentration liga alltag dennoch lange schwer personal arg gebeutelten gastgeber kurzfristig kranken leonardo bittencourt verzichten mussten stockte offensive anfangs gewaltig werder ubernahm zahen beginn kommando ging ducksch nicht unverdient fuhrung werder freude wehrte nicht lange drei minuten spater gelang wuchtigen schuss flanke frimpongs ausgleich",mitchel bakker,de,2023-03-12T18:42:02Z,4,International Football News
"warum sehe faz net nicht zuschauern weserstadion gingen stark ersatzgeschwachten bremer halben stunde marvin ducksch fuhrung minute frimpong adam hlozek drehten partie zugunsten leverkusener ehe niclas fullkrug per handelfmeter endstand erzielte ,,wir mussen spiel nicht verlieren"" kommentierte duksch internet sender dazn ,,wir hinten einfach fehler"" kritisierte eigene abwehr bremen fiel  konzentration liga alltag dennoch lange schwer personal arg gebeutelten gastgeber kurzfristig kranken leonardo bittencourt verzichten mussten stockte offensive anfangs gewaltig werder ubernahm zahen beginn kommando ging ducksch nicht unverdient fuhrung werder freude wehrte nicht lange drei minuten spater gelang wuchtigen schuss ausgleich konnen rechte artikel erwerben",mitchel bakker,de,2023-03-12T18:48:50Z,3,Bundesliga News
gilt konzentration mannschaft alonso derzeit europaleague dennoch feiert erfolg bremen wichtigsten spieler marvin ducksch brachte gastgeber zunachst fuhrung minute glich jedoch umgehend kurz pause trafen frimpong adam hlozek fur rheinlander anschlusstreffer verwandelten handelfmeter niclas fullkrug kam fur gastgeber spat  torwart lukas hradecky anschliessend erkennbar erleichtert ganz glucklicher sieg augen sagte xaer spanier alonso spricht uber bayern profi traineramt  gemeinsamkeiten wirtz lionel messi erklart spiel wirklich mathematik verbindet,mitchel bakker,de,2023-03-12T19:25:06Z,0,Europa League
verwenden cookies angebot fur verbessern mehr informationen finden unserer datenschutzerklarung drei minuten erzielt bremen ausgleich halt team spiel guten verlasslichen linksverteidiger finden schwer nicht seit gestern sucht   spieler jahrelang beackerte wendell linke defensivseite werkself immerhin bundesligaspiele machte schnelle brasilianer fur schwarz rot championsleague europaleague seitdem wendells leistungen schwankend wurden schliesslich porto abgegeben wurde sucht  nachfolger zeug dauerhaft hinten links leverkusener stammelf etablieren ware niederlander seit sommer  spielt zeigte bundesliga spieltag auswartssieg leverkusener werder bremen steckt gewann hinten fast zweikampf leitete viele offensivaktionen ging mutig kopfballduelle bewies abschlussqualitaten besitzt erzielte wichtige zwischenzeitliche wuchtiger direktschuss oberen kurzen torwinkel nachdem flanke linke durchgerutscht selten prasent dominant spiel bremen herausragende mitspieler gewohnt spielte paris kylian mbappe neymar nicht ungefahr versucht  grunde seit ersatzmann finden nicht leistungsschwankungen leidet niederlander jedoch scheiterte januar verpflichtung nationalspieler robin gosens horrenden abloseforderungen inter mailands kurzlich abgelaufenen transferperiode liess vfb stuttgart bayers kroatischen wunschkandidaten borna sosa nicht ziehen hinzu kommt disziplin nicht immer genau nimmt seit alonso anfang oktober trainer werkself ubernahm fiel bereits dreimal negativ termine verpasste zuletzt erschien wichtigen bundesliga heimspiel hertha bsc spat abschlusstraining wurde daraufhin alonso kader gestrichen bakkers vertrag  lauft winter premier league klub newcastle united xamillionen euro ablose fur geboten regelmassig spiele bremen zeigt  unersetzlich status potentieller verkaufskandidat verlieren werkself verantwortlichen wurde sicherlich freuen nicht gute leistungen meistens postwendend sportlichen erfolg bedeuten wirklich schwer guten verlasslichen linksverteidiger finden ruhrpott derby fussball bundesliga schalke borussia dortmund geben schalker einfach nicht zweimal kommen ruckstand zuruck spiel freiburg entwickelt langsam sicher spitzenmannschaft bundesliga zehn monate finalteilnahme dfb pokal breisgauer rolle aussenseiter entwachsen,mitchel bakker,de,2023-03-12T19:51:00Z,3,Bundesliga News
